iteration,size,popSize,mutProb,iter,popTop,attack,time
108,25,100,0.1,5000,0.1,1,1924
109,25,100,0.1,5000,0.1,1,1897
110,25,100,0.1,5000,0.1,1,1910
111,25,100,0.1,5000,0.1,0,172
112,25,100,0.1,5000,0.1,0,1676
113,25,100,0.1,5000,0.1,0,1239
114,25,100,0.1,5000,0.1,0,819
115,25,100,0.1,5000,0.1,0,682
116,25,100,0.1,5000,0.1,1,1909
117,25,100,0.1,5000,0.1,1,1851
118,25,100,0.1,5000,0.1,0,1480
119,25,100,0.1,5000,0.1,0,1072
120,25,100,0.1,5000,0.1,1,1951
121,25,100,0.1,5000,0.1,0,485
122,25,100,0.1,5000,0.1,0,1710
123,25,100,0.1,5000,0.1,0,664
124,25,100,0.1,5000,0.1,1,2081
125,25,100,0.1,5000,0.1,0,649
126,25,100,0.1,5000,0.1,1,1963
127,25,100,0.1,5000,0.1,1,1876
128,25,100,0.1,5000,0.1,1,1914
129,25,100,0.1,5000,0.1,0,297
130,25,100,0.1,5000,0.1,2,1917
131,25,100,0.1,5000,0.1,1,1950
132,25,100,0.1,5000,0.1,1,1987
133,25,100,0.1,5000,0.1,0,509
134,25,100,0.1,5000,0.1,0,1083
135,25,100,0.1,5000,0.1,0,183
136,25,100,0.1,5000,0.1,0,1626
137,25,100,0.1,5000,0.1,0,1844
138,25,100,0.1,5000,0.1,0,113
139,25,100,0.1,5000,0.1,1,1993
140,25,100,0.1,5000,0.1,1,1933
141,25,100,0.1,5000,0.1,0,142
142,25,100,0.1,5000,0.1,1,1934
143,25,100,0.1,5000,0.1,1,1906
144,25,100,0.1,5000,0.1,1,1842
145,25,100,0.1,5000,0.1,2,1894
146,25,100,0.1,5000,0.1,1,1886
147,25,100,0.1,5000,0.1,1,1872
148,25,100,0.1,5000,0.1,1,1936
149,25,100,0.1,5000,0.1,1,1949
150,25,100,0.1,5000,0.1,1,1907
151,25,100,0.1,5000,0.1,1,1989
152,25,100,0.1,5000,0.1,0,1792
153,25,100,0.1,5000,0.1,1,1935
154,25,100,0.1,5000,0.1,1,1973
155,25,100,0.1,5000,0.1,1,1865
156,25,100,0.1,5000,0.1,1,1924
157,25,100,0.1,5000,0.1,0,1862
158,25,100,0.1,5000,0.1,0,276
159,25,100,0.1,5000,0.1,1,1939
160,25,100,0.1,5000,0.1,1,1895
161,25,100,0.1,5000,0.1,0,1710
162,25,100,0.1,5000,0.1,0,502
163,25,100,0.1,5000,0.1,1,1945
164,25,100,0.1,5000,0.1,0,22
165,25,100,0.1,5000,0.1,1,2063
166,25,100,0.1,5000,0.1,2,2037
167,25,100,0.1,5000,0.1,0,570
168,25,100,0.1,5000,0.1,1,1977
169,25,100,0.1,5000,0.1,1,1854
170,25,100,0.1,5000,0.1,0,1027
171,25,100,0.1,5000,0.1,1,1889
172,25,100,0.1,5000,0.1,0,211
173,25,100,0.1,5000,0.1,0,1646
174,25,100,0.1,5000,0.1,0,150
175,25,100,0.1,5000,0.1,0,185
176,25,100,0.1,5000,0.1,1,1983
177,25,100,0.1,5000,0.1,1,1938
178,25,100,0.1,5000,0.1,1,1911
179,25,100,0.1,5000,0.1,0,1486
180,25,100,0.1,5000,0.1,1,1919
181,25,100,0.1,5000,0.1,0,1493
182,25,100,0.1,5000,0.1,2,1947
183,25,100,0.1,5000,0.1,0,1303
184,25,100,0.1,5000,0.1,1,1934
185,25,100,0.1,5000,0.1,1,1970
186,25,100,0.1,5000,0.1,1,1926
187,25,100,0.1,5000,0.1,2,1954
188,25,100,0.1,5000,0.1,1,1936
189,25,100,0.1,5000,0.1,1,1978
190,25,100,0.1,5000,0.1,0,129
191,25,100,0.1,5000,0.1,0,476
192,25,100,0.1,5000,0.1,1,1859
193,25,100,0.1,5000,0.1,1,1843
194,25,100,0.1,5000,0.1,0,1448
195,25,100,0.1,5000,0.1,1,1944
196,25,100,0.1,5000,0.1,1,2023
197,25,100,0.1,5000,0.1,1,1879
198,25,100,0.1,5000,0.1,0,166
199,25,100,0.1,5000,0.1,0,494
200,25,100,0.1,5000,0.1,0,1795
201,25,100,0.1,5000,0.1,2,1998
202,25,100,0.1,5000,0.1,0,575
203,25,100,0.1,5000,0.1,1,1951
204,25,100,0.1,5000,0.1,0,538
205,25,100,0.1,5000,0.1,1,1977
206,25,100,0.1,5000,0.1,1,1922
207,25,100,0.1,5000,0.1,1,1977
208,25,100,0.1,5000,0.1,1,1940
209,25,100,0.1,5000,0.1,1,2180
210,25,100,0.1,5000,0.1,1,2050
211,25,100,0.1,5000,0.1,2,1981
212,25,100,0.1,5000,0.1,1,1924
213,25,100,0.1,5000,0.1,0,844
214,25,100,0.1,5000,0.1,0,1107
215,25,100,0.1,5000,0.1,0,880
216,25,100,0.1,5000,0.1,1,1888
217,25,100,0.1,5000,0.1,0,544
218,25,100,0.1,5000,0.1,0,168
219,25,100,0.1,5000,0.1,1,1928
220,25,100,0.1,5000,0.1,0,798
221,25,100,0.1,5000,0.1,1,2014
222,25,100,0.1,5000,0.1,1,1854
223,25,100,0.1,5000,0.1,1,1867
224,25,100,0.1,5000,0.1,2,1994
225,25,100,0.1,5000,0.1,1,1938
226,25,100,0.1,5000,0.1,2,1946
227,25,100,0.1,5000,0.1,1,1934
228,25,100,0.1,5000,0.1,1,1890
229,25,100,0.1,5000,0.1,1,1886
230,25,100,0.1,5000,0.1,1,1914
231,25,100,0.1,5000,0.1,1,1953
232,25,100,0.1,5000,0.1,1,1862
233,25,100,0.1,5000,0.1,1,1947
234,25,100,0.1,5000,0.1,1,1899
235,25,100,0.1,5000,0.1,0,719
236,25,100,0.1,5000,0.1,1,1966
237,25,100,0.1,5000,0.1,1,1888
238,25,100,0.1,5000,0.1,1,1895
239,25,100,0.1,5000,0.1,1,2032
240,25,100,0.1,5000,0.1,0,1823
241,25,100,0.1,5000,0.1,1,1939
242,25,100,0.1,5000,0.1,1,1981
243,25,100,0.1,5000,0.1,1,1915
244,25,100,0.1,5000,0.1,1,1934
245,25,100,0.1,5000,0.1,0,1209
246,25,100,0.1,5000,0.1,0,1742
247,25,100,0.1,5000,0.1,1,2052
248,25,100,0.1,5000,0.1,2,2058
249,25,100,0.1,5000,0.1,1,2135
250,25,100,0.1,5000,0.1,0,1722
251,25,100,0.1,5000,0.1,1,1927
252,25,100,0.1,5000,0.1,1,1989
253,25,100,0.1,5000,0.1,1,1879
254,25,100,0.1,5000,0.1,1,1925
255,25,100,0.1,5000,0.1,0,1227
256,25,100,0.1,5000,0.1,1,1979
257,25,100,0.1,5000,0.1,1,1979
258,25,100,0.1,5000,0.1,1,1882
259,25,100,0.1,5000,0.1,1,1914
260,25,100,0.1,5000,0.1,0,1679
261,25,100,0.1,5000,0.1,1,1981
262,25,100,0.1,5000,0.1,1,1920
263,25,100,0.1,5000,0.1,0,56
264,25,100,0.1,5000,0.1,1,1946
265,25,100,0.1,5000,0.1,2,1916
266,25,100,0.1,5000,0.1,0,409
267,25,100,0.1,5000,0.1,1,1975
268,25,100,0.1,5000,0.1,0,1625
269,25,100,0.1,5000,0.1,0,444
270,25,100,0.1,5000,0.1,0,1675
271,25,100,0.1,5000,0.1,1,1967
272,25,100,0.1,5000,0.1,1,2024
273,25,100,0.1,5000,0.1,1,1917
274,25,100,0.1,5000,0.1,1,1944
275,25,100,0.1,5000,0.1,0,1172
276,25,100,0.1,5000,0.1,0,167
277,25,100,0.1,5000,0.1,1,1941
278,25,100,0.1,5000,0.1,0,501
279,25,100,0.1,5000,0.1,0,569
280,25,100,0.1,5000,0.1,1,1952
281,25,100,0.1,5000,0.1,0,106
282,25,100,0.1,5000,0.1,2,1980
283,25,100,0.1,5000,0.1,1,1778
284,25,100,0.1,5000,0.1,1,2025
285,25,100,0.1,5000,0.1,0,1516
286,25,100,0.1,5000,0.1,0,362
287,25,100,0.1,5000,0.1,1,1941
288,25,100,0.1,5000,0.1,1,1996
289,25,100,0.1,5000,0.1,1,2052
290,25,100,0.1,5000,0.1,1,2061
291,25,100,0.1,5000,0.1,1,2104
292,25,100,0.1,5000,0.1,1,1932
293,25,100,0.1,5000,0.1,1,1916
294,25,100,0.1,5000,0.1,1,1929
295,25,100,0.1,5000,0.1,0,665
296,25,100,0.1,5000,0.1,0,1672
297,25,100,0.1,5000,0.1,1,1928
298,25,100,0.1,5000,0.1,0,708
299,25,100,0.1,5000,0.1,1,1906
300,25,100,0.1,5000,0.1,1,1926
301,25,100,0.1,5000,0.1,1,1920
302,25,100,0.1,5000,0.1,1,1936
303,25,100,0.1,5000,0.1,0,93
304,25,100,0.1,5000,0.1,1,1939
305,25,100,0.1,5000,0.1,2,1869
306,25,100,0.1,5000,0.1,1,1879
307,25,100,0.1,5000,0.1,0,930
308,25,100,0.1,5000,0.1,1,1955
309,25,100,0.1,5000,0.1,1,1933
310,25,100,0.1,5000,0.1,1,1995
311,25,100,0.1,5000,0.1,1,1990
312,25,100,0.1,5000,0.1,1,1891
313,25,100,0.1,5000,0.1,1,1900
314,25,100,0.1,5000,0.1,1,1933
315,25,100,0.1,5000,0.1,0,44
316,25,100,0.1,5000,0.1,1,1818
317,25,100,0.1,5000,0.1,1,1866
318,25,100,0.1,5000,0.1,0,1672
319,25,100,0.1,5000,0.1,1,1934
320,25,100,0.1,5000,0.1,1,1955
321,25,100,0.1,5000,0.1,1,1976
322,25,100,0.1,5000,0.1,1,1896
323,25,100,0.1,5000,0.1,1,1899
324,25,100,0.1,5000,0.1,0,1243
325,25,100,0.1,5000,0.1,0,1019
326,25,100,0.1,5000,0.1,1,1930
327,25,100,0.1,5000,0.1,1,1946
328,25,100,0.1,5000,0.1,1,2046
329,25,100,0.1,5000,0.1,1,2211
330,25,100,0.1,5000,0.1,1,2019
331,25,100,0.1,5000,0.1,1,1891
332,25,100,0.1,5000,0.1,1,1940
333,25,100,0.1,5000,0.1,0,1221
334,25,100,0.1,5000,0.1,1,1931
335,25,100,0.1,5000,0.1,0,291
336,25,100,0.1,5000,0.1,0,649
337,25,100,0.1,5000,0.1,1,1894
338,25,100,0.1,5000,0.1,1,1905
339,25,100,0.1,5000,0.1,0,1894
340,25,100,0.1,5000,0.1,0,1420
341,25,100,0.1,5000,0.1,0,1326
342,25,100,0.1,5000,0.1,1,1962
343,25,100,0.1,5000,0.1,1,1948
344,25,100,0.1,5000,0.1,0,539
345,25,100,0.1,5000,0.1,1,1902
346,25,100,0.1,5000,0.1,1,1998
347,25,100,0.1,5000,0.1,1,1941
348,25,100,0.1,5000,0.1,1,1890
349,25,100,0.1,5000,0.1,1,1947
350,25,100,0.1,5000,0.1,1,1967
351,25,100,0.1,5000,0.1,1,1902
352,25,100,0.1,5000,0.1,1,1933
353,25,100,0.1,5000,0.1,1,1883
354,25,100,0.1,5000,0.1,1,1988
355,25,100,0.1,5000,0.1,0,871
356,25,100,0.1,5000,0.1,0,735
357,25,100,0.1,5000,0.1,1,1971
358,25,100,0.1,5000,0.1,1,1995
359,25,100,0.1,5000,0.1,0,262
360,25,100,0.1,5000,0.1,0,932
361,25,100,0.1,5000,0.1,1,1927
362,25,100,0.1,5000,0.1,1,1905
363,25,100,0.1,5000,0.1,2,1903
364,25,100,0.1,5000,0.1,1,1956
365,25,100,0.1,5000,0.1,1,1947
366,25,100,0.1,5000,0.1,1,1952
367,25,100,0.1,5000,0.1,1,2137
368,25,100,0.1,5000,0.1,1,2171
369,25,100,0.1,5000,0.1,1,2031
370,25,100,0.1,5000,0.1,0,496
371,25,100,0.1,5000,0.1,1,1910
372,25,100,0.1,5000,0.1,0,1261
373,25,100,0.1,5000,0.1,1,1944
374,25,100,0.1,5000,0.1,1,1867
375,25,100,0.1,5000,0.1,1,1936
376,25,100,0.1,5000,0.1,1,1951
377,25,100,0.1,5000,0.1,1,2006
378,25,100,0.1,5000,0.1,0,825
379,25,100,0.1,5000,0.1,1,1885
380,25,100,0.1,5000,0.1,1,2005
381,25,100,0.1,5000,0.1,0,973
382,25,100,0.1,5000,0.1,1,1867
383,25,100,0.1,5000,0.1,1,1924
384,25,100,0.1,5000,0.1,0,1682
385,25,100,0.1,5000,0.1,1,1985
386,25,100,0.1,5000,0.1,0,1832
387,25,100,0.1,5000,0.1,1,1929
388,25,100,0.1,5000,0.1,1,1890
389,25,100,0.1,5000,0.1,1,1884
390,25,100,0.1,5000,0.1,1,1964
391,25,100,0.1,5000,0.1,1,1928
392,25,100,0.1,5000,0.1,1,1949
393,25,100,0.1,5000,0.1,1,1952
394,25,100,0.1,5000,0.1,0,236
395,25,100,0.1,5000,0.1,1,1875
396,25,100,0.1,5000,0.1,2,1970
397,25,100,0.1,5000,0.1,1,1978
398,25,100,0.1,5000,0.1,1,1951
399,25,100,0.1,5000,0.1,1,1994
400,25,100,0.1,5000,0.1,2,1914
1,25,200,0.1,5000,0.1,0,2114
2,25,200,0.1,5000,0.1,2,4323
3,25,200,0.1,5000,0.1,1,4864
4,25,200,0.1,5000,0.1,0,2052
5,25,200,0.1,5000,0.1,0,2529
6,25,200,0.1,5000,0.1,1,4320
7,25,200,0.1,5000,0.1,0,342
8,25,200,0.1,5000,0.1,0,2183
9,25,200,0.1,5000,0.1,2,4265
10,25,200,0.1,5000,0.1,1,4155
11,25,200,0.1,5000,0.1,1,4319
12,25,200,0.1,5000,0.1,1,4252
13,25,200,0.1,5000,0.1,0,2172
14,25,200,0.1,5000,0.1,0,2229
15,25,200,0.1,5000,0.1,0,2236
16,25,200,0.1,5000,0.1,1,4328
17,25,200,0.1,5000,0.1,1,4159
18,25,200,0.1,5000,0.1,1,4247
19,25,200,0.1,5000,0.1,0,3774
20,25,200,0.1,5000,0.1,0,3749
21,25,200,0.1,5000,0.1,0,1820
22,25,200,0.1,5000,0.1,1,4191
23,25,200,0.1,5000,0.1,1,4648
24,25,200,0.1,5000,0.1,0,951
25,25,200,0.1,5000,0.1,0,2287
26,25,200,0.1,5000,0.1,1,4180
27,25,200,0.1,5000,0.1,1,4143
28,25,200,0.1,5000,0.1,1,4147
29,25,200,0.1,5000,0.1,1,4148
30,25,200,0.1,5000,0.1,0,71
31,25,200,0.1,5000,0.1,1,4036
32,25,200,0.1,5000,0.1,0,1416
33,25,200,0.1,5000,0.1,0,2242
34,25,200,0.1,5000,0.1,1,4361
35,25,200,0.1,5000,0.1,1,4256
36,25,200,0.1,5000,0.1,1,4208
37,25,200,0.1,5000,0.1,1,4348
38,25,200,0.1,5000,0.1,1,4176
39,25,200,0.1,5000,0.1,1,4499
40,25,200,0.1,5000,0.1,1,4558
41,25,200,0.1,5000,0.1,1,4554
42,25,200,0.1,5000,0.1,0,1275
43,25,200,0.1,5000,0.1,1,4502
44,25,200,0.1,5000,0.1,0,2686
45,25,200,0.1,5000,0.1,0,2224
46,25,200,0.1,5000,0.1,1,4314
47,25,200,0.1,5000,0.1,1,4398
48,25,200,0.1,5000,0.1,1,4225
49,25,200,0.1,5000,0.1,1,4202
50,25,200,0.1,5000,0.1,1,4366
51,25,200,0.1,5000,0.1,1,4418
52,25,200,0.1,5000,0.1,0,2783
53,25,200,0.1,5000,0.1,1,4307
54,25,200,0.1,5000,0.1,2,4309
55,25,200,0.1,5000,0.1,1,4264
56,25,200,0.1,5000,0.1,0,4078
57,25,200,0.1,5000,0.1,0,1755
58,25,200,0.1,5000,0.1,0,1532
59,25,200,0.1,5000,0.1,0,2260
60,25,200,0.1,5000,0.1,1,4535
61,25,200,0.1,5000,0.1,1,4351
62,25,200,0.1,5000,0.1,1,4253
63,25,200,0.1,5000,0.1,0,2457
64,25,200,0.1,5000,0.1,1,4328
65,25,200,0.1,5000,0.1,0,1457
66,25,200,0.1,5000,0.1,0,3230
67,25,200,0.1,5000,0.1,1,4438
68,25,200,0.1,5000,0.1,2,4350
69,25,200,0.1,5000,0.1,0,2097
70,25,200,0.1,5000,0.1,1,4216
71,25,200,0.1,5000,0.1,1,4342
72,25,200,0.1,5000,0.1,1,4459
73,25,200,0.1,5000,0.1,0,2177
74,25,200,0.1,5000,0.1,2,4354
75,25,200,0.1,5000,0.1,0,712
76,25,200,0.1,5000,0.1,0,3184
77,25,200,0.1,5000,0.1,1,4444
78,25,200,0.1,5000,0.1,0,3351
79,25,200,0.1,5000,0.1,0,4134
80,25,200,0.1,5000,0.1,1,4469
81,25,200,0.1,5000,0.1,0,102
82,25,200,0.1,5000,0.1,1,4395
83,25,200,0.1,5000,0.1,1,4212
84,25,200,0.1,5000,0.1,0,2405
85,25,200,0.1,5000,0.1,1,4295
86,25,200,0.1,5000,0.1,1,4276
87,25,200,0.1,5000,0.1,0,1336
88,25,200,0.1,5000,0.1,1,4317
89,25,200,0.1,5000,0.1,0,737
90,25,200,0.1,5000,0.1,1,4423
91,25,200,0.1,5000,0.1,1,4280
92,25,200,0.1,5000,0.1,1,4137
93,25,200,0.1,5000,0.1,1,4247
94,25,200,0.1,5000,0.1,1,4291
95,25,200,0.1,5000,0.1,1,4218
96,25,200,0.1,5000,0.1,1,4419
97,25,200,0.1,5000,0.1,1,4337
98,25,200,0.1,5000,0.1,1,4687
99,25,200,0.1,5000,0.1,1,4485
100,25,200,0.1,5000,0.1,1,4415
101,25,200,0.1,5000,0.1,0,3561
102,25,200,0.1,5000,0.1,0,867
103,25,200,0.1,5000,0.1,0,2375
104,25,200,0.1,5000,0.1,0,3703
105,25,200,0.1,5000,0.1,0,2563
106,25,200,0.1,5000,0.1,0,2086
107,25,200,0.1,5000,0.1,0,879
108,25,200,0.1,5000,0.1,1,4235
109,25,200,0.1,5000,0.1,1,4405
110,25,200,0.1,5000,0.1,0,2190
111,25,200,0.1,5000,0.1,0,1271
112,25,200,0.1,5000,0.1,1,4340
113,25,200,0.1,5000,0.1,0,3257
114,25,200,0.1,5000,0.1,1,4177
115,25,200,0.1,5000,0.1,1,4332
116,25,200,0.1,5000,0.1,1,4269
117,25,200,0.1,5000,0.1,1,4554
118,25,200,0.1,5000,0.1,0,2902
119,25,200,0.1,5000,0.1,0,2054
120,25,200,0.1,5000,0.1,1,4207
1,25,300,0.1,5000,0.1,0,5822
2,25,300,0.1,5000,0.1,0,4947
3,25,300,0.1,5000,0.1,1,6374
4,25,300,0.1,5000,0.1,1,6766
5,25,300,0.1,5000,0.1,1,6958
6,25,300,0.1,5000,0.1,0,4742
7,25,300,0.1,5000,0.1,1,6804
8,25,300,0.1,5000,0.1,1,6982
9,25,300,0.1,5000,0.1,1,6361
10,25,300,0.1,5000,0.1,0,4265
11,25,300,0.1,5000,0.1,1,6810
12,25,300,0.1,5000,0.1,1,6211
13,25,300,0.1,5000,0.1,0,2712
14,25,300,0.1,5000,0.1,1,6304
15,25,300,0.1,5000,0.1,1,6143
16,25,300,0.1,5000,0.1,1,6295
17,25,300,0.1,5000,0.1,0,4657
18,25,300,0.1,5000,0.1,0,5073
19,25,300,0.1,5000,0.1,1,7311
20,25,300,0.1,5000,0.1,1,6787
21,25,300,0.1,5000,0.1,1,6595
22,25,300,0.1,5000,0.1,1,6886
23,25,300,0.1,5000,0.1,1,6766
24,25,300,0.1,5000,0.1,0,1336
25,25,300,0.1,5000,0.1,0,6106
26,25,300,0.1,5000,0.1,1,6482
27,25,300,0.1,5000,0.1,0,5520
28,25,300,0.1,5000,0.1,0,214
29,25,300,0.1,5000,0.1,0,609
30,25,300,0.1,5000,0.1,0,1458
31,25,300,0.1,5000,0.1,1,6221
32,25,300,0.1,5000,0.1,1,6590
33,25,300,0.1,5000,0.1,0,1262
34,25,300,0.1,5000,0.1,0,1654
35,25,300,0.1,5000,0.1,0,1592
36,25,300,0.1,5000,0.1,2,6640
37,25,300,0.1,5000,0.1,0,4133
38,25,300,0.1,5000,0.1,1,6461
39,25,300,0.1,5000,0.1,0,1328
40,25,300,0.1,5000,0.1,1,6679
41,25,300,0.1,5000,0.1,0,3444
42,25,300,0.1,5000,0.1,0,3048
43,25,300,0.1,5000,0.1,2,6369
44,25,300,0.1,5000,0.1,1,6709
45,25,300,0.1,5000,0.1,0,2767
46,25,300,0.1,5000,0.1,1,6732
47,25,300,0.1,5000,0.1,1,6869
48,25,300,0.1,5000,0.1,0,3389
49,25,300,0.1,5000,0.1,1,6469
50,25,300,0.1,5000,0.1,1,6343
51,25,300,0.1,5000,0.1,1,6535
52,25,300,0.1,5000,0.1,0,2625
53,25,300,0.1,5000,0.1,0,1022
54,25,300,0.1,5000,0.1,0,3161
55,25,300,0.1,5000,0.1,1,6409
56,25,300,0.1,5000,0.1,0,4688
57,25,300,0.1,5000,0.1,1,6301
58,25,300,0.1,5000,0.1,1,6430
59,25,300,0.1,5000,0.1,0,3461
60,25,300,0.1,5000,0.1,0,1774
61,25,300,0.1,5000,0.1,0,2519
62,25,300,0.1,5000,0.1,1,6851
63,25,300,0.1,5000,0.1,1,6208
64,25,300,0.1,5000,0.1,0,716
65,25,300,0.1,5000,0.1,1,6546
66,25,300,0.1,5000,0.1,0,1646
67,25,300,0.1,5000,0.1,0,1523
68,25,300,0.1,5000,0.1,1,6643
69,25,300,0.1,5000,0.1,1,6589
70,25,300,0.1,5000,0.1,0,5619
71,25,300,0.1,5000,0.1,1,6463
72,25,300,0.1,5000,0.1,0,1549
73,25,300,0.1,5000,0.1,0,2146
74,25,300,0.1,5000,0.1,1,6714
75,25,300,0.1,5000,0.1,1,6651
76,25,300,0.1,5000,0.1,1,7570
77,25,300,0.1,5000,0.1,1,6175
78,25,300,0.1,5000,0.1,1,6099
79,25,300,0.1,5000,0.1,0,2200
80,25,300,0.1,5000,0.1,1,6192
81,25,300,0.1,5000,0.1,1,6091
82,25,300,0.1,5000,0.1,1,6105
83,25,300,0.1,5000,0.1,1,6440
84,25,300,0.1,5000,0.1,1,6156
85,25,300,0.1,5000,0.1,0,3801
86,25,300,0.1,5000,0.1,1,6073
87,25,300,0.1,5000,0.1,1,5930
88,25,300,0.1,5000,0.1,1,6522
89,25,300,0.1,5000,0.1,0,5305
90,25,300,0.1,5000,0.1,0,1609
91,25,300,0.1,5000,0.1,0,3132
92,25,300,0.1,5000,0.1,2,6432
93,25,300,0.1,5000,0.1,1,6516
94,25,300,0.1,5000,0.1,1,6497
95,25,300,0.1,5000,0.1,1,6647
96,25,300,0.1,5000,0.1,1,6749
97,25,300,0.1,5000,0.1,1,6621
98,25,300,0.1,5000,0.1,0,2320
99,25,300,0.1,5000,0.1,0,5612
100,25,300,0.1,5000,0.1,1,7707
1,25,400,0.1,5000,0.1,1,8673
2,25,400,0.1,5000,0.1,1,8621
3,25,400,0.1,5000,0.1,0,998
4,25,400,0.1,5000,0.1,0,118
5,25,400,0.1,5000,0.1,0,2437
6,25,400,0.1,5000,0.1,0,4395
7,25,400,0.1,5000,0.1,1,10132
8,25,400,0.1,5000,0.1,0,5304
9,25,400,0.1,5000,0.1,1,10156
10,25,400,0.1,5000,0.1,1,9088
11,25,400,0.1,5000,0.1,0,4220
12,25,400,0.1,5000,0.1,0,5221
13,25,400,0.1,5000,0.1,0,8101
14,25,400,0.1,5000,0.1,1,9104
15,25,400,0.1,5000,0.1,0,5566
16,25,400,0.1,5000,0.1,0,2274
17,25,400,0.1,5000,0.1,0,3824
18,25,400,0.1,5000,0.1,0,6682
