iteration,size,popSize,mutProb,iter,popTop,attack,time
19,25,400,0.1,5000,0.1,0,6734
20,25,400,0.1,5000,0.1,0,828
21,25,400,0.1,5000,0.1,0,289
22,25,400,0.1,5000,0.1,0,4658
23,25,400,0.1,5000,0.1,1,8701
24,25,400,0.1,5000,0.1,0,108
25,25,400,0.1,5000,0.1,1,8820
26,25,400,0.1,5000,0.1,0,2296
27,25,400,0.1,5000,0.1,1,8083
28,25,400,0.1,5000,0.1,1,8933
29,25,400,0.1,5000,0.1,0,4528
30,25,400,0.1,5000,0.1,1,8426
31,25,400,0.1,5000,0.1,1,8163
32,25,400,0.1,5000,0.1,0,995
33,25,400,0.1,5000,0.1,0,3513
34,25,400,0.1,5000,0.1,1,8552
35,25,400,0.1,5000,0.1,1,9437
36,25,400,0.1,5000,0.1,0,1624
37,25,400,0.1,5000,0.1,1,8616
38,25,400,0.1,5000,0.1,1,8928
39,25,400,0.1,5000,0.1,0,3160
40,25,400,0.1,5000,0.1,0,586
41,25,400,0.1,5000,0.1,1,8173
42,25,400,0.1,5000,0.1,1,8841
43,25,400,0.1,5000,0.1,1,8989
44,25,400,0.1,5000,0.1,0,7960
45,25,400,0.1,5000,0.1,0,4265
46,25,400,0.1,5000,0.1,0,2334
47,25,400,0.1,5000,0.1,0,2683
48,25,400,0.1,5000,0.1,1,8280
49,25,400,0.1,5000,0.1,1,9006
50,25,400,0.1,5000,0.1,0,2500
51,25,400,0.1,5000,0.1,1,8707
52,25,400,0.1,5000,0.1,0,861
53,25,400,0.1,5000,0.1,1,8690
54,25,400,0.1,5000,0.1,0,1076
55,25,400,0.1,5000,0.1,0,4131
56,25,400,0.1,5000,0.1,0,1689
57,25,400,0.1,5000,0.1,1,8333
58,25,400,0.1,5000,0.1,0,386
59,25,400,0.1,5000,0.1,0,3583
60,25,400,0.1,5000,0.1,0,8316
61,25,400,0.1,5000,0.1,0,1585
62,25,400,0.1,5000,0.1,0,208
63,25,400,0.1,5000,0.1,0,3348
64,25,400,0.1,5000,0.1,1,8518
65,25,400,0.1,5000,0.1,1,8397
66,25,400,0.1,5000,0.1,0,1789
67,25,400,0.1,5000,0.1,1,9192
68,25,400,0.1,5000,0.1,0,5937
69,25,400,0.1,5000,0.1,0,6468
70,25,400,0.1,5000,0.1,1,8568
71,25,400,0.1,5000,0.1,1,8910
72,25,400,0.1,5000,0.1,0,1811
73,25,400,0.1,5000,0.1,1,8596
74,25,400,0.1,5000,0.1,0,2117
75,25,400,0.1,5000,0.1,1,8116
76,25,400,0.1,5000,0.1,0,1773
77,25,400,0.1,5000,0.1,1,8147
78,25,400,0.1,5000,0.1,0,1700
79,25,400,0.1,5000,0.1,0,1227
80,25,400,0.1,5000,0.1,0,6909
81,25,400,0.1,5000,0.1,0,1977
82,25,400,0.1,5000,0.1,1,8184
83,25,400,0.1,5000,0.1,0,2427
84,25,400,0.1,5000,0.1,0,5352
85,25,400,0.1,5000,0.1,1,9308
86,25,400,0.1,5000,0.1,1,8976
87,25,400,0.1,5000,0.1,1,9474
88,25,400,0.1,5000,0.1,1,8583
89,25,400,0.1,5000,0.1,0,237
90,25,400,0.1,5000,0.1,1,9000
91,25,400,0.1,5000,0.1,0,4539
92,25,400,0.1,5000,0.1,0,512
93,25,400,0.1,5000,0.1,1,9490
94,25,400,0.1,5000,0.1,0,3862
95,25,400,0.1,5000,0.1,0,2989
96,25,400,0.1,5000,0.1,0,1317
97,25,400,0.1,5000,0.1,1,8938
98,25,400,0.1,5000,0.1,1,9126
99,25,400,0.1,5000,0.1,0,2761
100,25,400,0.1,5000,0.1,1,10791
1,25,500,0.1,5000,0.1,0,4775
2,25,500,0.1,5000,0.1,1,12350
3,25,500,0.1,5000,0.1,0,11795
4,25,500,0.1,5000,0.1,0,2842
5,25,500,0.1,5000,0.1,0,683
6,25,500,0.1,5000,0.1,0,2526
7,25,500,0.1,5000,0.1,0,13249
8,25,500,0.1,5000,0.1,2,12667
9,25,500,0.1,5000,0.1,1,12352
10,25,500,0.1,5000,0.1,0,8978
11,25,500,0.1,5000,0.1,1,12674
12,25,500,0.1,5000,0.1,0,1546
13,25,500,0.1,5000,0.1,1,12906
14,25,500,0.1,5000,0.1,1,12295
15,25,500,0.1,5000,0.1,1,13003
16,25,500,0.1,5000,0.1,1,12073
17,25,500,0.1,5000,0.1,1,12201
18,25,500,0.1,5000,0.1,0,10977
19,25,500,0.1,5000,0.1,0,1026
20,25,500,0.1,5000,0.1,1,11585
21,25,500,0.1,5000,0.1,0,9361
22,25,500,0.1,5000,0.1,0,5976
23,25,500,0.1,5000,0.1,0,6068
24,25,500,0.1,5000,0.1,1,12074
25,25,500,0.1,5000,0.1,1,12069
26,25,500,0.1,5000,0.1,0,2314
27,25,500,0.1,5000,0.1,1,12559
28,25,500,0.1,5000,0.1,1,12180
29,25,500,0.1,5000,0.1,1,11998
30,25,500,0.1,5000,0.1,0,1889
31,25,500,0.1,5000,0.1,0,211
32,25,500,0.1,5000,0.1,0,1186
33,25,500,0.1,5000,0.1,1,12724
34,25,500,0.1,5000,0.1,0,1430
35,25,500,0.1,5000,0.1,1,11334
36,25,500,0.1,5000,0.1,0,6801
37,25,500,0.1,5000,0.1,0,936
38,25,500,0.1,5000,0.1,1,12611
39,25,500,0.1,5000,0.1,1,12559
40,25,500,0.1,5000,0.1,0,1287
41,25,500,0.1,5000,0.1,1,12948
42,25,500,0.1,5000,0.1,0,5221
43,25,500,0.1,5000,0.1,1,12418
44,25,500,0.1,5000,0.1,0,6690
45,25,500,0.1,5000,0.1,0,3014
46,25,500,0.1,5000,0.1,0,10942
47,25,500,0.1,5000,0.1,0,11370
48,25,500,0.1,5000,0.1,0,6020
49,25,500,0.1,5000,0.1,1,12579
50,25,500,0.1,5000,0.1,1,11994
51,25,500,0.1,5000,0.1,0,140
52,25,500,0.1,5000,0.1,0,3445
53,25,500,0.1,5000,0.1,1,12933
54,25,500,0.1,5000,0.1,1,12454
55,25,500,0.1,5000,0.1,0,1263
56,25,500,0.1,5000,0.1,0,9846
57,25,500,0.1,5000,0.1,1,11634
58,25,500,0.1,5000,0.1,0,9899
59,25,500,0.1,5000,0.1,0,1485
60,25,500,0.1,5000,0.1,1,11365
61,25,500,0.1,5000,0.1,0,845
62,25,500,0.1,5000,0.1,0,5914
63,25,500,0.1,5000,0.1,0,697
64,25,500,0.1,5000,0.1,0,1939
65,25,500,0.1,5000,0.1,1,11311
66,25,500,0.1,5000,0.1,1,11004
67,25,500,0.1,5000,0.1,0,6493
68,25,500,0.1,5000,0.1,1,11251
69,25,500,0.1,5000,0.1,0,7376
70,25,500,0.1,5000,0.1,0,2458
71,25,500,0.1,5000,0.1,0,1309
72,25,500,0.1,5000,0.1,0,7087
73,25,500,0.1,5000,0.1,1,12438
74,25,500,0.1,5000,0.1,1,12636
75,25,500,0.1,5000,0.1,1,11657
76,25,500,0.1,5000,0.1,0,2515
77,25,500,0.1,5000,0.1,1,10707
78,25,500,0.1,5000,0.1,1,11408
79,25,500,0.1,5000,0.1,0,10502
80,25,500,0.1,5000,0.1,1,11013
81,25,500,0.1,5000,0.1,1,12031
82,25,500,0.1,5000,0.1,0,8399
83,25,500,0.1,5000,0.1,0,5556
84,25,500,0.1,5000,0.1,0,8260
85,25,500,0.1,5000,0.1,1,12549
86,25,500,0.1,5000,0.1,0,8947
87,25,500,0.1,5000,0.1,1,11458
88,25,500,0.1,5000,0.1,0,1319
89,25,500,0.1,5000,0.1,0,599
90,25,500,0.1,5000,0.1,1,10976
91,25,500,0.1,5000,0.1,0,1723
92,25,500,0.1,5000,0.1,0,5535
93,25,500,0.1,5000,0.1,1,11666
94,25,500,0.1,5000,0.1,1,12065
95,25,500,0.1,5000,0.1,0,10535
96,25,500,0.1,5000,0.1,1,11335
97,25,500,0.1,5000,0.1,0,215
98,25,500,0.1,5000,0.1,0,9208
99,25,500,0.1,5000,0.1,1,11392
100,25,500,0.1,5000,0.1,1,10900
1,25,600,0.1,5000,0.1,1,13516
2,25,600,0.1,5000,0.1,1,12817
3,25,600,0.1,5000,0.1,0,3382
4,25,600,0.1,5000,0.1,0,1542
5,25,600,0.1,5000,0.1,0,6412
6,25,600,0.1,5000,0.1,0,2820
7,25,600,0.1,5000,0.1,0,557
8,25,600,0.1,5000,0.1,0,3476
9,25,600,0.1,5000,0.1,0,2812
10,25,600,0.1,5000,0.1,1,13423
11,25,600,0.1,5000,0.1,0,1254
12,25,600,0.1,5000,0.1,1,12952
13,25,600,0.1,5000,0.1,0,10010
14,25,600,0.1,5000,0.1,0,10664
15,25,600,0.1,5000,0.1,1,12716
16,25,600,0.1,5000,0.1,1,13438
17,25,600,0.1,5000,0.1,1,14563
18,25,600,0.1,5000,0.1,0,9931
19,25,600,0.1,5000,0.1,1,15318
20,25,600,0.1,5000,0.1,1,14508
21,25,600,0.1,5000,0.1,0,4033
22,25,600,0.1,5000,0.1,1,14496
23,25,600,0.1,5000,0.1,0,479
24,25,600,0.1,5000,0.1,1,13671
25,25,600,0.1,5000,0.1,0,10842
26,25,600,0.1,5000,0.1,1,14693
27,25,600,0.1,5000,0.1,1,14826
28,25,600,0.1,5000,0.1,0,2564
29,25,600,0.1,5000,0.1,1,14232
30,25,600,0.1,5000,0.1,0,3691
31,25,600,0.1,5000,0.1,0,2034
32,25,600,0.1,5000,0.1,0,4598
33,25,600,0.1,5000,0.1,0,7472
34,25,600,0.1,5000,0.1,0,4856
35,25,600,0.1,5000,0.1,0,4126
36,25,600,0.1,5000,0.1,1,14758
37,25,600,0.1,5000,0.1,0,9590
38,25,600,0.1,5000,0.1,1,14314
39,25,600,0.1,5000,0.1,0,771
40,25,600,0.1,5000,0.1,0,11873
41,25,600,0.1,5000,0.1,0,278
42,25,600,0.1,5000,0.1,1,14925
43,25,600,0.1,5000,0.1,0,12455
44,25,600,0.1,5000,0.1,1,13090
45,25,600,0.1,5000,0.1,1,14267
46,25,600,0.1,5000,0.1,0,1009
47,25,600,0.1,5000,0.1,0,5520
48,25,600,0.1,5000,0.1,0,867
49,25,600,0.1,5000,0.1,0,1407
50,25,600,0.1,5000,0.1,0,10943
51,25,600,0.1,5000,0.1,0,8035
52,25,600,0.1,5000,0.1,0,9403
53,25,600,0.1,5000,0.1,2,15000
54,25,600,0.1,5000,0.1,0,3490
55,25,600,0.1,5000,0.1,0,579
56,25,600,0.1,5000,0.1,0,2583
57,25,600,0.1,5000,0.1,0,5938
58,25,600,0.1,5000,0.1,1,13955
59,25,600,0.1,5000,0.1,1,13450
60,25,600,0.1,5000,0.1,1,13992
61,25,600,0.1,5000,0.1,0,10572
62,25,600,0.1,5000,0.1,1,14210
63,25,600,0.1,5000,0.1,0,1327
64,25,600,0.1,5000,0.1,0,11445
65,25,600,0.1,5000,0.1,1,13829
66,25,600,0.1,5000,0.1,1,14598
67,25,600,0.1,5000,0.1,0,1556
68,25,600,0.1,5000,0.1,1,14002
69,25,600,0.1,5000,0.1,1,13644
70,25,600,0.1,5000,0.1,0,11331
71,25,600,0.1,5000,0.1,0,9403
72,25,600,0.1,5000,0.1,0,12031
73,25,600,0.1,5000,0.1,0,9276
74,25,600,0.1,5000,0.1,1,13290
75,25,600,0.1,5000,0.1,2,14442
76,25,600,0.1,5000,0.1,0,2880
77,25,600,0.1,5000,0.1,0,4359
78,25,600,0.1,5000,0.1,0,2422
79,25,600,0.1,5000,0.1,1,12966
80,25,600,0.1,5000,0.1,0,6519
81,25,600,0.1,5000,0.1,0,2508
82,25,600,0.1,5000,0.1,1,13588
83,25,600,0.1,5000,0.1,1,13496
84,25,600,0.1,5000,0.1,1,15051
85,25,600,0.1,5000,0.1,1,14802
86,25,600,0.1,5000,0.1,0,6690
87,25,600,0.1,5000,0.1,0,873
88,25,600,0.1,5000,0.1,0,214
89,25,600,0.1,5000,0.1,1,13565
90,25,600,0.1,5000,0.1,0,5998
91,25,600,0.1,5000,0.1,0,1660
92,25,600,0.1,5000,0.1,1,13204
93,25,600,0.1,5000,0.1,1,13279
94,25,600,0.1,5000,0.1,1,14117
95,25,600,0.1,5000,0.1,0,2614
96,25,600,0.1,5000,0.1,0,5259
97,25,600,0.1,5000,0.1,1,13861
98,25,600,0.1,5000,0.1,1,14942
99,25,600,0.1,5000,0.1,1,14862
100,25,600,0.1,5000,0.1,1,14610
